Orthogroup	gene_id	Accession_number	pident
OG0002701	HIMB1444_00774	A0A3C0GKH4	88.8
OG0002702	IMCC9063_00278	F2I3V2	92
OG0002705	NP1_00136	A0A6H1Q0G7	95.6
OG0002719	IMCC9063_00131	F2I2T8	95.6
OG0002720	HIMB1321_00831	A0A1X7H1J3	99.2
OG0002722	HTCC1002_01014	Q1V125	92.2
OG0002733	HIMB114_01156	D0RQR4	89.5
OG0002735	RS40_00444	A0A1W6BG82	97.1
OG0002737	RS40_00520	A0A1W6BGI3	98.2
OG0002740	NP1_01479	A0A6H1Q4H7	100
OG0002741	NP1_01489	A0A6H1Q4I6	100
OG0002742	NP1_01468	A0A6H1Q5S7	93.5
OG0002743	NP1_01451	A0A6H1Q4X0	94.3
OG0002745	RS40_00642	A0A1W6BGS5	96
OG0002748	HTCC7214_00045	A0A0R2RR17	95.1
OG0002752	HIMB1863_01030	A0A2E6TAW9	86.5
OG0002755	HIMB109_00429	D0RNA5	90.7
OG0002759	IMCC9063_01402	F2I329	97
OG0002760	HIMB114_01148	D0RQQ6	98.1
OG0002761	HIMB123_00580	A0A9E4HT89	85
OG0002762	HIMB5_00837	J9YV22	90.9
OG0002763	LSUCC0530_00496	A0A845SBX3	87.9
OG0002765	HIMB5_01212	J9YYB4	97.1
OG0002775	HTCC7211_00872	B6BP64	95.2
OG0002784	RS39_01120	A0A1W6BE80	96.3
OG0002792	HTCC1002_00102	Q1UZM7	92.6
OG0002804	IMCC9063_00814	F2I299	98.4
OG0002807	RS39_00314	A0A1W6BCF1	94.9
OG0002812	NP1_01446	A0A6H1Q4E0	96.8
OG0002816	NP1_00780	A0A6H1Q3H5	95.9
OG0002826	LSUCC0530_00032	A0A388PZZ8	97
OG0002827	RS40_00343	A0A1W6BG29	92
OG0002832	NP1_01481	A0A6H1Q413	92.8
OG0002833	NP1_01482	A0A6H1Q657	94.7
OG0002835	NP1_01463	A0A6H1Q3P5	98.4
OG0002836	NP1_01456	A0A6H1Q5R7	93.1
OG0002837	NP1_01453	A0A6H1Q3N5	92
OG0002838	NP1_01452	A0A6H1Q427	96.1
OG0002839	NP1_01449	A0A6H1Q629	89.3
OG0002846	HIMB1463_00032	J9YX85	98.8
OG0002848	HIMB1702_01137	A0A382VCU7	88.9
OG0002850	RS40_01171	A0A1W6BI41	90.3
OG0002852	RS40_00169	A0A1W6BFL4	90.7
OG0002860	HIMB1321_00197	A0A1X7GN77	95.8
OG0002871	MiE-29_00660	A0A845S3L5	87.7
OG0002872	HIMB114_01107	D0RQL6	97.8
OG0002875	HIMB5_01195	J9YWL6	95.3
OG0002876	HTCC1002_00095	Q1UZN4	96.9
OG0002877	HIMB5_01193	J9YYA8	91.1
OG0002878	HIMB5_01192	J9YY93	96.7
OG0002879	LSUCC0530_00441	A0A388PZ22	99.7
OG0002880	MKE-138_00258	A0A964UZ88	91
OG0002888	HIMB1509_01216	A0A926MFV9	89.1
OG0002895	HTCC7211_00017	A0A926MGD7	97.3
OG0002899	HIMB114_00842	M3U8B9	92.9
OG0002901	NP1_01487	A0A6H1Q421	91.3
OG0002908	IMCC9063_00076	F2I2N0	93.8
OG0002909	HIMB2304_00740	A0A920NYI4	97.8
OG0002910	MKE-138_00885	A0A966LXM1	86.3
OG0002925	HTCC7211_00005	B6BR13	100
OG0002927	HIMB1321_00201	A0A1X7GN87	97.1
OG0002928	LSUCC0723_00596	A0A2D7TW62	93.2
OG0002930	Uisw_099_02_00836	A0A0R2V8E9	97.1
OG0002931	HTCC9565_01030	A0A0R2V431	89.2
OG0002932	HTCC1002_01012	Q1V127	98.5
OG0002935	HIMB5_00471	J9YW86	98.7
OG0002939	NP1_00772	A0A6H1Q3S8	94.2
OG0002940	HTCC1002_00078	Q1UZQ1	97.2
OG0002954	NP1_01480	A0A6H1Q3R7	93.3
OG0002955	NP1_01483	A0A6H1Q500	94
OG0002956	NP1_01461	A0A6H1Q4Y0	95
OG0002957	NP1_01458	A0A6H1Q3P8	97.9
OG0002958	NP1_01457	A0A6H1Q4F0	100
OG0002959	NP1_01454	A0A6H1Q5B8	96.4
OG0002960	NP1_01448	A0A6H1Q3Y3	100
OG0002961	NP1_01444	A0A6H1Q5Q8	97.5
OG0002962	NP1_01442	A0A6H1Q5A8	98.1
OG0002967	NP1_01490	A0A6H1Q3S7	94.8
OG0002977	HTCC7214_00044	A0A0R2RXN2	91.1
OG0002980	HIMB1321_00430	A0A1X7GTA0	94.3
OG0002984	RS40_00379	A0A1W6BG18	99.1
OG0002985	HIMB109_00840	A0A9E3GJ71	88.3
OG0002986	LSUCC0723_01099	A0A2E1LLP7	100
OG0002987	HIMB114_00325	D0RNF8	96.1
OG0002991	IMCC9063_00812	F2I297	96.1
OG0002992	RS40_00108	A0A1W6BF73	95.6
OG0002996	LSUCC0530_01167	A0A388PX82	92.2
OG0002997	HTCC7217_00050	A0A926LUH2	95.3
OG0002999	LSUCC0530_00104	A0A969VVG8	87.4
OG0003000	HIMB114_00288	D0RNC3	87.1
OG0003002	HIMB114_01340	D0RR99	91.8
OG0003006	Uisw_094_00915	Q1UZR6	94.9
OG0003007	HTCC7214_01284	A0A926MT01	99
OG0003008	HIMB1321_00754	A0A1X7GZG0	96.6
OG0003012	IMCC9063_00966	F2I2H7	98.4
OG0003013	LSUCC0530_00142	A0A9E5H7Y8	88.9
OG0003014	ME-33_00032	A0A9E3GKE5	85.7
OG0003015	LSUCC0530_00036	A0A388PZV7	93.6
OG0003016	LSUCC0530_00040	A0A388Q1N7	91.8
OG0003017	LSUCC0530_00045	A0A4P5SM33	93.1
OG0003018	ME-18_00061	A0A845S8W5	91.2
OG0003020	ME-20_00076	A0A966T8P1	93.1
OG0003021	LSUCC0530_00096	A0A969VVG2	90.3
OG0003022	LSUCC0530_00109	A0A969VVD9	100
OG0003025	LSUCC0530_00374	A0A966HPM8	90.2
OG0003026	LSUCC0530_00421	A0A966HMZ9	91.8
OG0003027	LSUCC0530_00426	A0A845SBD9	94.7
OG0003028	LSUCC0530_00791	A0A845SB24	88.3
OG0003029	MiE-29_00756	A0A9E3LGR5	88.2
OG0003030	ME-18_00738	A0A9E3LFD7	89.3
OG0003032	ME-18_00765	A0A9E3GJ20	99.1
OG0003033	LSUCC0530_01008	A0A845SAN2	92.4
OG0003034	LSUCC0530_01014	A0A388PYE7	94.2
OG0003035	LSUCC0530_01016	A0A388PZG9	98.3
OG0003036	LSUCC0530_01023	A0A966HQ17	91.4
OG0003037	LSUCC0530_01079	A0A388PX33	91.9
OG0003039	LSUCC0530_01164	A0A966HLH4	97.2
OG0003052	HIMB5_01019	J9YXU1	97.2
OG0003054	Uisw_114_00936	A0A0R2QWJ5	89
OG0003086	HTCC7217_00954	A0A2D7Q547	87.6
OG0003092	HTCC1002_01013	Q1V126	97.2
OG0003099	HTCC7217_00960	A0A2D8KJK3	89.7
OG0003111	IMCC9063_00062	F2I2L6	90.5
OG0003114	Uisw_114_00901	Q6SHL3	91.3
OG0003116	NP1_01470	A0A6H1Q3Q7	92.1
OG0003119	NP1_01462	A0A6H1Q437	99.6
OG0003120	NP1_01459	A0A6H1Q3Z3	98.8
OG0003136	IMCC9063_00245	F2I3R9	96.3
OG0003138	HTCC7211_01209	A0A926MH86	98.6
OG0003149	NP1_01469	A0A6H1Q4F9	93.2
OG0003150	IMCC9063_00792	F2I276	93.1
OG0003158	HIMB114_01300	M3V3Q4	88.5
OG0003164	IMCC9063_00180	F2I3C5	97.7
OG0003170	HIMB5_01189	J9YXY6	91.9
OG0003171	HIMB5_01187	J9YY90	95
OG0003172	MiE-29_00754	A0A388Q1I6	89.4
OG0003173	ME-20_00108	A0A845S4I7	90.3
OG0003174	LSUCC0723_00087	A0A520TCN8	91.1
OG0003192	RS40_00383	A0A1W6BFU7	100
OG0003201	IMCC9063_00872	F2I0Q8	92.3
OG0003216	HIMB1321_00428	A0A1X7GSS7	99.5
OG0003223	HTCC7211_00891	A0A926MGA6	98.3
OG0003233	HTCC1013_00865	A0A9E1Y6M3	96.7
OG0003235	Uisw_099_02_00837	A0A0R2V774	92.4
OG0003236	Uisw_099_02_00839	A0A0R2V8E3	91.7
OG0003237	Uisw_099_02_00840	A0A0R2V2D4	92
OG0003255	RS40_00866	A0A1W6BHC6	95.2
OG0003256	RS40_00849	A0A1W6BH28	96.4
OG0003257	RS40_00862	A0A1W6BH43	92.9
OG0003262	HIMB1321_01050	A0A1X7H4E5	97.2
OG0003264	IMCC9063_00052	F2I247	85.2
OG0003265	LSUCC0261_00325	A0A2N7UBI3	86.7
OG0003269	NP1_01471	A0A6H1Q403	99
OG0003270	NP1_01473	A0A6H1Q4Z0	94
OG0003271	NP1_01464	A0A6H1Q5C9	91.3
OG0003277	HTCC1002_01274	Q1V0B6	97.2
OG0003278	HIMB1321_00833	A0A1X7H0K9	95.4
OG0003294	HIMB1321_01057	A0A1X7H4Y5	94.6
OG0003297	HIMB1321_00208	A0A1X7GNH0	97.9
OG0003307	HIMB114_00331	D0RNG4	96.2
OG0003308	HIMB114_00330	D0RNG3	86.3
OG0003309	HIMB114_00321	D0RNF4	94.7
OG0003318	HIMB114_00964	D0RQ75	88
OG0003319	IMCC9063_00183	F2I3C8	93.8
OG0003320	HTCC1002_01273	Q1V0B7	95.2
OG0003322	LSUCC0723_01045	D0RMX1	98.4
OG0003324	HIMB1321_00807	A0A1X7H012	90.1
OG0003336	HIMB5_01191	J9YW03	94.4
OG0003337	HIMB5_01190	J9YWL0	97.6
OG0003340	ME-20_00111	A0A970AZJ2	94.3
OG0003341	ME-18_00094	A0A970B1L5	93.7
OG0003343	NP1_01486	A0A6H1Q5E7	92.2
OG0003348	HTCC7211_00873	B6BP65	94.6
OG0003349	HTCC7211_00870	A0A926MET6	94.2
OG0003401	NP1_00783	A0A6H1Q2I3	97
OG0003426	HIMB1321_00431	A0A1X7GV05	98
OG0003433	HIMB1321_00429	A0A1X7GT48	95
OG0003435	RS40_00864	A0A1W6BHA6	96.2
OG0003441	ME-31_00355	A0A969VY06	98.8
OG0003442	NP1_01466	A0A6H1Q400	89.5
OG0003453	IMCC9063_00132	F2I2T9	97.8
OG0003466	HIMB1321_00855	A0A1X7H0U3	96.4
OG0003468	RS40_01164	A0A1W6BI23	90.2
OG0003471	HIMB1321_00198	A0A1X7GMP1	95.6
OG0003477	HIMB1321_00209	A0A1X7GPP4	94.6
OG0003492	NP1_00677	A0A6H1Q1W1	93.9
OG0003502	HTCC7211_00864	B6BP56	100
OG0003520	HTCC7211_00883	A0A926MEV5	100
OG0003521	HTCC7211_00876	B6BP67	93.8
OG0003533	HTCC1002_00077	Q1UZQ2	89.1
OG0003541	IMCC9063_01315	F2I1R6	98
OG0003542	IMCC9063_01147	F2I1A2	93.5
OG0003543	HIMB1517_00382	M3UVB9	94.2
OG0003544	HIMB1709_00400	A0A9E2DP36	93.6
OG0003547	HTCC1002_00100	Q1UZM9	95.3
OG0003548	LSUCC0723_01058	M3V3T4	96.3
OG0003549	HIMB109_00955	A0A2E1LP48	92.1
OG0003551	HIMB1463_00895	J9YUR7	94.2
OG0003555	HIMB5_01197	J9YY98	96.1
OG0003560	HTCC1002_01237	Q1V0F1	87.5
OG0003561	Uisw_121_00815	A0A946A854	85.4
OG0003562	IMCC9063_01408	F2I335	93.4
OG0003563	ME-31_00143	A0A970AXQ0	93.6
OG0003565	ME-18_00133	A0A969VVC3	93
OG0003567	ME-33_00133	A0A970B196	88.4
OG0003589	Uisw_137_00842	A0A926RJX2	86.1
OG0003624	HTCC9022_00768	A0A9E2DP57	85.4
OG0003650	NP1_00784	A0A6H1Q1X3	90.4
OG0003661	IMCC9063_00049	F2I242	91.5
OG0003671	HIMB1863_00930	A0A920TRC6	95
OG0003692	RS40_00865	A0A1W6BH52	93.6
OG0003713	IMCC9063_00968	F2I2H9	96.6
OG0003721	NP1_00774	A0A6H1Q1W3	95.9
OG0003722	NP1_00768	A0A6H1Q286	95.4
OG0003723	NP1_00766	A0A6H1Q454	97.3
OG0003724	HTCC1062_00547	Q4FN83	92.4
OG0003732	HIMB114_00886	D0RQ00	95.7
OG0003743	HIMB1321_00847	A0A1X7H189	89.5
OG0003744	HIMB1321_00848	A0A1X7H1T6	100
OG0003797	HIMB114_00074	D0RRH4	95.5
OG0003817	NP1_00698	A0A6H1Q3K7	98.7
OG0003840	HIMB1321_00196	A0A1X7GN32	95.6
OG0003847	IMCC9063_00983	F2I2J4	93.8
OG0003859	HIMB1527_01209	A0A967CZG3	85.9
OG0003861	IMCC9063_00874	F2I0R0	90.5
OG0003862	HTCC1002_00101	Q1UZM8	97.5
OG0003864	HIMB114_00015	D0RRB8	90.2
OG0003867	IMCC9063_00181	F2I3C6	93.9
OG0003868	HIMB114_00999	D0RQA8	96.7
OG0003869	HIMB114_01000	D0RQA9	94.6
OG0003871	HIMB114_00641	M3V2F6	92.2
OG0003872	HIMB114_00640	D0RPB0	97.2
OG0003873	HIMB114_00627	D0RP96	88.9
OG0003874	HIMB114_00626	D0RP95	87.4
OG0003875	HIMB114_00617	D0RP86	92.2
OG0003890	HTCC1002_00092	Q1UZN7	95.5
OG0003891	HIMB1527_01153	A0A966Y8D4	93.1
OG0003892	HTCC7211_00869	B6BP61	97.3
OG0003893	HIMB1517_00110	A0A2E1LLQ1	96.4
OG0003895	HIMB5_01188	J9YYA2	93.3
OG0003897	IMCC9063_00962	F2I2H3	96
OG0003898	IMCC9063_01409	F2I336	89.8
OG0003900	LSUCC0530_00048	A0A966M2M9	93
OG0003903	ME-18_00053	A0A9E5I571	89.4
OG0003963	HTCC1002_00090	Q1UZN9	100
OG0003991	HIMB1527_00653	A0A926LZG9	87
OG0004026	RS40_00626	A0A1W6BGH8	94.6
OG0004033	HTCC1002_00086	Q1UZP3	95.7
OG0004071	ME-33_00533	A0A964JAT4	98.8
OG0004089	HTCC7211_00867	A0A926MHM6	96.2
OG0004093	NP1_01455	A0A6H1Q3Z1	98.7
OG0004111	HIMB114_00909	D0RQ23	97.7
OG0004118	HIMB114_00899	D0RQ13	96
OG0004119	HIMB114_00904	D0RQ18	93.8
OG0004120	HIMB114_00887	D0RQ01	94.9
OG0004121	HIMB114_00873	D0RPY7	90.5
OG0004123	HTCC7211_01550	A0A926MHU3	96
OG0004126	HIMB1509_01069	A0A2E6LWB4	95.6
OG0004133	HIMB1517_00913	A0A926R528	93.7
OG0004136	ME-31_01074	A0A845RW82	91.5
OG0004137	HIMB5_01214	J9YY10	91.9
OG0004138	HIMB5_01216	J9YW31	100
OG0004139	HIMB5_01218	J9YYD4	87.8
OG0004179	Uisw_094_00393	A0A2E2EKG5	90.5
OG0004191	HIMB1321_00425	A0A1X7GSS8	88.2
OG0004232	HIMB1321_00192	A0A1X7GN12	91.3
OG0004242	HIMB5_01213	J9YYC9	98.4
OG0004261	RS39_01090	A0A1W6BE93	97.6
OG0004271	NP1_01443	A0A6H1Q3Y2	89.7
OG0004272	NP1_01460	A0A6H1Q639	97.1
OG0004277	NP1_00125	Q1UZD2	96.6
OG0004286	HIMB5_01211	J9YW28	99
OG0004288	HTCC1002_00708	Q1V1X1	97.7
OG0004290	HIMB114_00916	M3UVY8	100
OG0004293	HIMB2211_01120	A0A937ITH8	94.4
OG0004296	HTCC1062_00580	Q1V1X9	95.4
OG0004302	HTCC1062_01177	Q4FLG9	96.4
OG0004315	HTCC1062_00561	Q1V1W0	89.2
OG0004332	HIMB1321_00345	A0A1X7GRD5	97.1
OG0004337	IMCC9063_00527	F2I3N3	98.2
OG0004338	IMCC9063_00871	F2I0Q7	99.1
OG0004357	HTCC1002_00098	Q1UZN1	96.3
OG0004361	LSUCC0530_00077	A0A845SD10	95.7
OG0004379	IMCC9063_00012	F2I207	99.8
OG0004382	IMCC9063_00888	F2I0S4	97.8
OG0004415	NP1_00189	A0A6H1Q0L6	99.3
OG0004419	RS40_00870	A0A1W6BHF5	91.7
OG0004420	RS40_01270	A0A1W6BID0	94.6
OG0004421	Uisw_113_00479	A0A926RSE7	99
OG0004424	Uisw_114_00538	A0A0R2V0K0	88
OG0004521	HTCC7211_00004	A0A926MHW2	96.8
OG0004533	IMCC9063_00045	F2I238	89.8
OG0004551	HIMB058_00593	A0A2A5VA71	88.1
OG0004669	HIMB114_00884	D0RPZ8	92.8
OG0004698	HIMB1623_00045	A0A3S5IZF6	86.5
OG0004703	HIMB5_01215	J9YWN3	93.9
OG0004814	HTCC7211_00881	B6BP71	94.9
OG0004834	Uisw_121_01279	Q1V0X9	86.3
OG0004849	NP1_00696	A0A6H1Q383	91.9
OG0004905	NP1_01477	A0A6H1Q411	97.7
OG0004946	HTCC7217_00959	A0A2D8KJL3	88
OG0004996	Uisw_114_01549	A0A0R2V800	91.5
OG0005011	IMCC9063_00998	F2I2K8	94.8
OG0005049	HIMB058_00109	A0A2A5V552	85.6
OG0005059	HIMB114_00871	D0RPY5	95
OG0005060	HIMB1321_00344	A0A1X7GRB9	88.2
OG0005061	HIMB1321_00435	A0A1X7GT88	87
OG0005062	HIMB1321_00755	A0A1X7H036	100
OG0005063	Uisw_090_01442	A0A520QZU7	85.6
OG0005073	HIMB4_00595	A0A944Y7K4	88.8
OG0005125	HIMB5_00878	J9YXH1	89.9
OG0005126	HIMB1527_01193	A0A967CXH5	93
OG0005128	HIMB1527_01197	A0A966Y6Y8	91.6
OG0005145	ME-18_00091	A0A9E5I4E5	93
OG0005146	ME-18_00092	A0A9E5I3Z1	92.6
OG0005157	RS40_00872	A0A1W6BH51	90.2
OG0005172	HIMB5_01057	J9YXX6	95.4
OG0005173	HTCC1002_00133	Q1UZJ5	96.6
OG0005174	HTCC1002_00261	Q1UZ73	93
OG0005176	HTCC1062_00556	Q4FN74	86
OG0005177	HTCC1062_00555	Q1V1V4	90.7
OG0005178	HTCC1002_00726	Q1V1V3	93.2
OG0005179	HTCC1002_01015	Q1V124	98.2
OG0005180	HTCC1013_01061	Q4FLB6	100
OG0005183	HTCC1062_01178	Q4FLG8	93.3
OG0005184	HTCC1040_01021	Q4FLG6	88
OG0005185	HTCC7211_00882	A0A926MHN7	90.6
OG0005186	HTCC7211_00884	A0A926MGD4	90.4
OG0005192	IMCC9063_00567	F2I404	92.9
OG0005193	IMCC9063_01004	F2I0W5	89.7
OG0005194	IMCC9063_01383	F2I1Y5	96.7
OG0005197	LSUCC0530_00120	A0A969VW04	92.5
OG0005201	LSUCC0530_00338	A0A9E5L7N1	95
OG0005204	ME-17_00109	A0A845RX74	90.5
OG0005210	MKE-138_00334	A0A970AY36	98.3
OG0005316	NP1_00962	Q4FNU7	86.6
OG0005318	RS39_01088	A0A1W6BE60	100
OG0005321	Uisw_136_00898	A0A2E1UVJ0	85.4
OG0005322	Uisw_121_01169	A0A9D7ZJK7	91.5
OG0005330	Uisw_114_00887	A0A6H1Q027	92.7
